Company,Company Name for Emails,# Employees,Industry,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,sl_score,sl_obj_similarity,sl_likelihood_answer,sl_likelihood_reason,sl_obj_similarity_normalized,AI custom field 6232,sl_likelihood_score,sl_qc,sl_client
Mayurakshi,Mayurakshi,18,marketing & advertising,http://www.mayurakshi.com,http://www.linkedin.com/company/mayurakshi,https://www.facebook.com/mayurakshi.india,https://twitter.com/MayurakshiAnjan,Rajdanga Main Road,Kolkata,West Bengal,India,700107,"Rajdanga Main Road, Kolkata, West Bengal, India, 700107","specialty direct mailers amp communication, creative advertising design, specialty direct mailers communication, researchoriented content development, branding design amp positioning, creative advertising amp design, package design, branding design positioning, strategy development, conceptualization, brand management, advertising services, corporate awards, brand consulting, mathematics competition, brand strategy, advertising & branding, content creation, digital branding, packaging design, marketing & advertising, brand development, holistic brand experience, brand communication, brand storytelling, event management, event branding, brand storytelling for jewelry, digital marketing, brand positioning, campaign management, brand experience, brand culture building, custom communication, brand identity, b2c, d2c, consulting, services, retail, advertising agencies, branding, advertising, customer experience, events services, marketing",+91 33 4044 7022,"Facebook Login (Connect), Microsoft-IIS, Bootstrap Framework, Mobile Friendly, Facebook Widget, ASP.NET, YouTube, Google Analytics, AI",,,,,,,68d02451e2a3d90001592038,7311,54181,"We do not like to define what we do as plain and simple work. To us work is play, work is fun, and work is life...

In 2002, Adman & International award winning Painter, Anjan Banerjee, started Mayurakshi with a creative passion and a dream to make a mark in the advertising world. Started as a small consulting design firm, it has now grown into a full-service advertising agency.

Based in the City of Joy - Kolkata, Mayurakshi is comprised of creatively efficient individuals with an array of background specialties.

We are each exceptional in what we do – best alone, better together. A SWAT team of creative, we are a cutting-edge and stylish firm that is rewriting the rules on ""old school"" advertising. There are no cookie cutter solutions here or more-of-the-same creative deliverables. Because we go deeper during our creative development process, everything we develop, design and produce is unique and customized to exactly what the client wants and needs.",2002,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6721d037b61b8600018e0a32/picture,,,,,,,,,,,,,,
3HD Media,3HD Media,14,marketing & advertising,http://www.3hdmedia.com,http://www.linkedin.com/company/3hd-media,https://facebook.com/3hdMedia/,https://twitter.com/3hdmedia3,,Mumbai,Maharashtra,India,400025,"Mumbai, Maharashtra, India, 400025","location based advertising, product launch, mobile video streaming, wifi advertising, bluetooth advertising, advertising services, information technology and services, customer engagement platforms, product launches, cross-platform digital marketing, internet advertising, video sms, content transmission on 2g networks, mobile advertising analytics, digital media and advertising, digital media technologies, analytics for roi, video emails, mobile video streaming software, tv on mobile over 2g, digital touchpoints integration, real-time content delivery, social media campaigns, social media marketing, b2b, services, web search portals, libraries, archives, and other information services, marketing & advertising, information technology & services, marketing, social media, consumer internet, consumers, internet",+91 22 6666 1314,"Mobile Friendly, Google Font API, Bootstrap Framework, Apache, SAP, Avaya, Micro, ADP, Data Analytics, Azure Devops, Basis, AI, Elixir, Razorpay",,,,,5644000,,68d02451e2a3d900015920bc,7375,519,"3HD Media is a rich digital media agency offering an endless list of digital services all aimed at engaging the customer on one single touch point that the customer never fails to carry along and that is their mobile phone. Entertainment giants are re-editing shows and creating new content for small screen, these are the BIG BUCKS in selling Television on the go.

3HD Media has absorbed the best technological brains in the country and bought them under one roof so that both advertisers and brand could benefit from the latest digital media technologies. It′s an effort of the experts who have strived hard to develop various mobile applications, one of them being Mobile Video Streaming that allows you an instant access to a particular content in a usable and appropriate format on any mobile phone.

Our team possesses extensive intellectual technologies across the entire digital services like Mobile Video Streaming, Location Based Advertising (LBA)/ Marketing(LBM) Bluetooth Advertising, Internet Advertising, Video SMS , Video Emails, WiFi Advertising, Product Launches and Social Media.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68ce3d5991f964000130c67b/picture,,,,,,,,,,,,,,
DG7,DG7,28,marketing & advertising,http://www.dg7.in,http://www.linkedin.com/company/dg7-solutions,https://facebook.com/dg7india,https://twitter.com/dg7india,Andheri Kurla Road,Mumbai,Maharashtra,India,400059,"Andheri Kurla Road, Mumbai, Maharashtra, India, 400059","creative services, digital marketing, content marketing, social media, b2b digital marketing, digital marketing services, b2b digital marketing solution, online media planning, conversion optimization, email marketing, data analytics, technology, creative, design production, branding & sales, audit, assessment, competitive analysis, international seo, mobile optimization, local seo, link building, seo migration, seo consulting, social media optimization, community management, influencer marketing, social reputation, content strategy, curation, social listening, display advertising, search advertising, programmatic abm, abm consultant, abm optimization, web designing, ad designing, research, strategy planning, reporting, analysis, conversion rate optimization, digital marketing analytics, social analytics, advertising services, voice search, information technology and services, web analytics reporting, lead generation, abm target accounts, account-based marketing, content creation, re targeting campaigns, content curation, web analytics, marketing and advertising, seo services, b2b, consulting, services, management consulting services, marketing & advertising, consumer internet, consumers, internet, information technology & services, search marketing, marketing, web design, sales, seo",+91 73853 56789,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Zoho Email, Hubspot, Facebook Widget, Parse.ly, Mobile Friendly, Bootstrap Framework, Facebook Login (Connect), Linkedin Marketing Solutions, WordPress.org, reCAPTCHA, Google Font API, Facebook Custom Audiences, Google Tag Manager, Google Plus, Google Analytics, Remote",,,,,,,68d02451e2a3d900015920c5,7375,54161,"DG7 Solutions Private Limited is a Mumbai-based company that specializes in bespoke B2B digital marketing solutions. Founded in 2012, DG7 partners with medium and large organizations to deliver comprehensive digital marketing services tailored to address specific online business challenges.

The company offers a range of core services, including Search Engine Optimization (SEO), Social Media Marketing, Content Marketing, Account-Based Marketing, and Web Analytics. DG7 employs a systematic approach, analyzing clients’ offerings to develop customized strategies aimed at achieving their business objectives. With a focus on analytics and research, DG7 helps clients navigate the complexities of the digital landscape effectively.

Registered in Mumbai, Maharashtra, DG7 Solutions operates primarily in the B2B sector, serving businesses that require data-driven marketing solutions. The company has a small team of 10 to 49 employees and is dedicated to maximizing return on investment for its clients through tailored marketing strategies.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68cb89a9599dfc00016baaf3/picture,,,,,,,,,,,,,,
White Pixels Solutions,White Pixels Solutions,58,marketing & advertising,http://www.white-pixels.com,http://www.linkedin.com/company/white-pixels-solutions,,,37 Dugri Road,Ludhiana,Punjab,India,141002,"37 Dugri Road, Ludhiana, Punjab, India, 141002","web development, internet marketing, digital marketing agency, web designing, seo, advertising services, fraud detection, customer service, payment processing, data protection, cybersecurity, information technology & services, marketing & advertising, search marketing, marketing, computer & network security",,"Amazon AWS, DoubleClick, WordPress.org, Mobile Friendly, Google AdSense, Google Font API, Apache, Nginx",,,,,,,68d02451e2a3d900015920c9,,,"White Pixels is an integrated communications agency. We are a one-stop HUB for all your communication needs. A hub where your brand comes ALIVE.

""White"" is the complete reflection of all visible wavelengths [colours] of light. White light is therefore a mixture of red, orange, yellow, green, blue and violet light. 
A ""Pixel"" is the smallest addressable element in a display device. 
White Pixels thus stands for bringing vibrancy in the smallest detailing; focusing on the finest dots in your brand building. 

We, at White Pixels, identify the pixels of your brand to achieve the in-depth brand solution by understanding your business objectives and markets. We focus on an integrated and innovative solution through our myriad of services. With our 360 º approach we ensure that your brand builds up to a dynamic and ever-evolving perception in the competitive market.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e3dee4334cf90001b63251/picture,,,,,,,,,,,,,,
Ek Number,Ek Number,15,marketing & advertising,http://www.eknumber.in,http://www.linkedin.com/company/eknumberstore,https://facebook.com/eknumber,https://twitter.com/indoripan,,Indore,Madhya Pradesh,India,452002,"Indore, Madhya Pradesh, India, 452002","fashion & lifestyle, ecommerce, digital marketing, media planning, tshirts, viral content, designs, marketing services, cultural themed t-shirts, casual wear, humorous graphic tees, designer t-shirts, bulk apparel orders, crop tops, trend apparel, geek culture t-shirts, nri themed t-shirts, custom merchandise, couple t-shirts, online clothing retail, t-shirt packs, e-commerce, quality fabric t-shirts, retail, trendsetting t-shirts, apparel manufacturing, fashion accessories, humorous t-shirts, coffee mugs, custom t-shirt printing, graphic print t-shirts, social message t-shirts, bulk t-shirts, t-shirt designs, indori culture t-shirts, pop culture t-shirts, city pride t-shirts, apparel, t-shirt combos, graphic t-shirts, personalized t-shirts, customized apparel, online clothing store, indori t-shirts, indian clothing brands, love t-shirts, fashion, india, b2c, d2c, services, apparel accessories and other apparel manufacturing, consumer internet, consumers, internet, information technology & services, marketing & advertising, t-shirts, apparel & fashion",+91 98260 33944,"Mobile Friendly, Hotjar, Google Tag Manager, Google Font API, Facebook Login (Connect), Bootstrap Framework, Facebook Widget, Facebook Custom Audiences, Woo Commerce, Google Analytics, Google AdWords Conversion, DoubleClick Conversion, DoubleClick, WordPress.org, Trustpilot, Google Dynamic Remarketing, AI",,,,,,,68d02451e2a3d900015920d1,2299,31599,"Founded late 2013, Ek Number decided to take the every-day t-shirt and create something really humorous: a t-shirt with a graphic print on it.

With the incredibly unique idea of printing graphics on t-shirt, Ek Number tries to offer the largest selection of customized t shirts and the best of the best in terms of quality. If you're looking for funny tees to get people you don't know to be impressed when looking at your Snapchat story, or trying to flaunt your geek side with designer t-shirts to other similar geeks, or wanting to impress your lucky date with an exquisite collection of love shirts, you're at the right place.",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66d7dce1489f77000197ebca/picture,,,,,,,,,,,,,,
Technosys IT Management Private Limited,Technosys IT Management Private,73,marketing & advertising,http://www.technosysmanagement.com,http://www.linkedin.com/company/technosys-it-management,https://www.facebook.com/Technosys.itm/,https://twitter.com/TechnosysItm/,,Patna,Bihar,India,800013,"Patna, Bihar, India, 800013","vendor management, business services, project management, it consultation, bpo services, contract management, manpower services, marketing services, bpo, healthcare, quality assurance, performance improvement, multilingual support, telecommunications, rpo services, business process outsourcing, performance scoring system, continuous improvement, retail, cost efficiency, training programs, client relationship management, outsourcing partner, hotel management software, banking & finance, quality control, energy & utilities, advanced mis systems, customer engagement, automation tools, real estate, information technology, software development, client onboarding, security, education, security and data privacy, call center services, software as a service, performance analytics, advanced technology, pharmacy management software, lead qualification, client-specific solutions, transcription services, data conversion, scalability solutions, call monitoring, customized training modules, live chat support, automobiles, cost reduction, client customization, telemarketing, manufacturing, website designing, scalability, advanced call center technology, security protocols, client-specific outsourcing solutions, media & entertainment, data entry, college management software, lead generation, pathology management software, it solutions, library management software, call center, continuous process improvement, performance scoring, customer support, website development, website hosting, call center workflow, bulk sms, mis/analytics, mis/analytics automation, sales telemarketing, digital marketing, hostel management software, process reengineering, school management software, business efficiency, call center outsourcing, client retention, performance management system, multilingual call support, training and induction, e-commerce, branding, hosting services, industry verticals, hospital management software, branding services, performance management, data management, doctor appointment software, b2b, b2c, d2c, services, telephone call centers, productivity, marketing & advertising, health care, health, wellness & fitness, hospital & health care, information technology & services, education management, saas, computer software, mechanical or industrial engineering, web design, sales, web development, consumer internet, consumers, internet, facilities services",+91 79790 30298,"Mobile Friendly, Google Tag Manager, Bootstrap Framework, Remote",,,,,,,68d02451e2a3d900015920d6,7389,56142,"Technosys IT Management Private Limited is an India-based Business Process Outsourcing (BPO) and IT service provider founded in 2015 and headquartered in Patna. The company specializes in delivering comprehensive IT and BPO solutions that assist businesses globally in scaling efficiently and achieving operational excellence.

The company offers a range of services, including lead generation, customer support, telemarketing, and data conversion. Technosys has successfully generated approximately 0.5 million leads for over 60 companies across various industries using a Pay Per Lead model. Their customer support services are designed to enhance client engagement and satisfaction, while their telemarketing services help clients effectively reach and convert potential customers. Additionally, they provide data conversion services to manage and transform client data.

Technosys IT Management serves a diverse clientele, including small, medium, and large enterprises, providing scalable solutions tailored to meet various business needs. Their focus on integrating technology and innovative business processes enables clients to improve efficiency and customer engagement.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68cbb9a38cef2100014a787e/picture,,,,,,,,,,,,,,
Rudra Media,Rudra Media,13,marketing & advertising,http://www.rudramedia.com,http://www.linkedin.com/company/rudra-media,,,Aarey Colony Road,Mumbai,Maharashtra,India,400065,"Aarey Colony Road, Mumbai, Maharashtra, India, 400065","website wapsite development & mobile ad server, website amp wapsite development, website wapsite development, mobile ad server, advertising services, marketing & advertising",,,,,,,,,68d02451e2a3d900015920d9,,,"RUDRA MEDIA is a POP (Pool of Publishers) Media Company with a large and growing publisher base in Print, Television & Internet. We leverage our services to utilize the unsold inventories and work with advertisers and agencies to maximize ROI on their advertising & marketing campaigns.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672832435ab0bf0001c4c265/picture,,,,,,,,,,,,,,
Brannia,Brannia,12,marketing & advertising,http://www.brannia.com,http://www.linkedin.com/company/brannia,https://www.facebook.com/Brannia/,https://twitter.com/brannia_india/,2,Ghaziabad,Uttar Pradesh,India,201014,"2, Ghaziabad, Uttar Pradesh, India, 201014","digital marketing, public relations, domain hosting solutions, corporate communications, media management, editorial services, social media marketing, web design developments, creative designs, google adwords ppc, web design amp developments, domain amp hosting solutions, marketing services, crisis management, website development, event promotions, media credibility, display ads, email marketing, long-term reputation management, online security, media relations, ssl certificates, ssl security, multi-channel campaigns, media relations strategy, website backup, pr services, targeted advertising, crisis communication, website security, domain management, online reputation management, data-driven insights, public relations and communications, digital penetration in india, diy websites, search engine optimization, google workspace, product launches, brand building, marketing and advertising, domain registration, integrated marketing campaigns, content marketing, content creation, media mapping, website security solutions, hosting solutions, campaign management, media-agnostic services, digital marketing services, search ads, b2b, government, consulting, services, public relations agencies, customer experience, website design, customer engagement, marketing & advertising, public relations & communications, consumer internet, consumers, internet, information technology & services, web development, seo, search marketing, marketing, web design",,"Gmail, Google Apps, MailChimp SPF, GoDaddy Hosting, Google Tag Manager, Apache, Mobile Friendly, Yandex Metrica, Starfield, Google Font API, WordPress.org, AI",,,,,,,68d02452e2a3d9000159214e,7381,54182,"Brannia is an integrated marketing agency based in New Delhi, India, established around 2015-2016. The agency specializes in brand building and positioning through a wide range of marketing services, including public relations, media management, digital marketing, and web solutions. Brannia adopts a media-agnostic approach, creatively integrating various channels to enhance marketing impact and brand recall.

The company is guided by core values such as agility, innovation, transparency, and fair play. Brannia fosters a supportive work environment that encourages continuous learning and personal growth, providing employees with training and career development opportunities. The agency targets businesses looking to improve their brand presence and engagement through tailored marketing strategies, ensuring effective communication with their target audiences.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68163eac9b4358000100a294/picture,,,,,,,,,,,,,,
Creative Crewz,Creative Crewz,12,marketing & advertising,http://www.creativecrewz.academy,http://www.linkedin.com/company/creative-crewz,,,,Hyderabad,Telangana,India,,"Hyderabad, Telangana, India","web design, social media marketing, seo, mobile applications, advertising services, consumer internet, consumers, internet, information technology & services, marketing & advertising, search marketing, marketing, mobile apps",+91 99856 99443,,,,,,,,68d02452e2a3d90001592159,,,"Our mission is to help our clients achieve digital brand dominance. We accomplish this goal through the creation and superior execution of revenue-driving solutions. We are dedicated to developing fully customized programs to address each client's unique situation. We are further committed to analyzing the analytics data we collect and translating it into kernels of actionable business intelligence that can directly impact each client's growth and success..

    We provide support on graphic designs
    We provide support on website designs
    We provide support on Technology
    We provide support on Marketing
    We provide support on Ads
    We provide support on maintenance
    We provide support on management",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e7058dd1ec770001c2e82b/picture,,,,,,,,,,,,,,
taarruni,taarruni,12,marketing & advertising,http://www.taarruni.com,http://www.linkedin.com/company/taarruni-design-solutions,,,67/1 H B Samaja Road,Bengaluru,Karnataka,India,560004,"67/1 H B Samaja Road, Bengaluru, Karnataka, India, 560004","low cost printing, catalogue & collateral designing, corporate guidelines, 3d animations, branding activities, website designing, portal designing development, website development, creative designing, digital transformation, offset printing, content writing, platform business, digital marketing, logo designing, digital printing, specialised printing, search engine optimization, explainer videos, offline markering, content creation, marketing services, web application development, e-commerce development, 2d/3d animation, machine learning, mobile friendly websites, international standards, user experience design, content management system, creative design, e-commerce programming, digital campaigns, flash programming, seo, custom software development, web development, email marketing, custom cms development, digital transformation consulting, ai and machine learning, web hosting services, cloud integration, international digital marketing, information technology and services, open source technologies, web hosting, ui/ux design, custom web solutions, ai integration, multimedia content creation, e-commerce platforms, domain management, api integration, web design, website maintenance, client portfolio, online marketing, responsive web design, analytics and reporting, print media, mobile app development, seo optimization, social media marketing, performance optimization, animation services, creative multimedia design, brand strategy, cloud solutions, multimedia services, social media campaigns, web security solutions, branding, sem, multimedia development, scalable enterprise applications, digital branding, responsive design, web designing, media and multimedia services, e-commerce, print media design, domain registration, online advertising, client satisfaction, cost-effective solutions, b2b, b2c, d2c, consulting, services, retail, computer systems design and related services, information technology & services, writing & editing, marketing & advertising, search marketing, marketing, artificial intelligence, design, content management systems, software development, consumer internet, consumers, internet, media, social media, cloud computing, enterprise software, enterprises, computer software, advertising",+91 80 2656 1646,"Gmail, Google Apps, Google Analytics, Bootstrap Framework, Mobile Friendly, Apache, reCAPTCHA, AI, Remote",,,,,,,68d02452e2a3d9000159215c,7375,54151,"Taarruni  (formerly known as Taarruni Design Solutions) is a new age MarTech company engaged in Offline & Online Marketing activities. We are the extended arm of your Marketing Team. We ease your Efforts in Markrting by offering the best in class products / services at a very affordable cost.  

We are diven by highly passionate team. 

Taarruni is an equal oppertunity employer lead by Women Entreprenuer who is trained formally at IIMB.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e295b5ac0ed00001f01359/picture,,,,,,,,,,,,,,
KVN Promos,KVN Promos,22,marketing & advertising,http://www.kvnpromos.in,http://www.linkedin.com/company/kvn-promo,https://facebook.com/kvnpromo,https://twitter.com/InfoKVN,3 Thillaiyadi Valliammai Street,Chennai,Tamil Nadu,India,600093,"3 Thillaiyadi Valliammai Street, Chennai, Tamil Nadu, India, 600093","digital marketing, corporate videos, smo, online business promotions, optimized digital marketing, social media promotions, search engine optimisation, marketing consultancy, seo, email marketing, advertising services, digital marketing strategy, marketing strategy, ppc, content audit, online reputation repair, landing page optimization, social media optimization, responsive design, content management, online reputation management, website design, viral marketing, corporate film making, content strategy development, social media engagement, brand optimization, social profile design, keyword optimization, ssl and cdn, campaign tracking dashboard, website speed optimization, social media campaigns, affordable digital marketing, corporate video production, mobile friendly websites, traffic generation, traffic analysis, client satisfaction, google my business, online branding, email campaign automation, reputation monitoring, social media contests, keyword analysis, local seo, content marketing, pay per click, white hat techniques, content copy analysis, responsive web design, link building campaigns, video testimonials, social media marketing, mobile website testing, advertising & marketing services, reputation management, video marketing, seo services, dashboard tracking, roi calculator, marketing automation, brand identity design, keyword ranking monitoring, content creation, web development, website optimization, website audit, mobile optimization, online lead generation, conversion optimization, lead conversion, local seo for small business, link building, b2c, e-commerce, d2c, consulting, services, retail, advertising agencies, marketing & advertising, information technology & services, search marketing, marketing, marketing consulting, b2b, management consulting, web design, design, pay per click advertising, advertising, social media, consumer internet, consumers, internet, saas, computer software, enterprise software, enterprises",+91 72990 20432,"SendInBlue, DigitalOcean, Gmail, Google Apps, Zoho Email, Hubspot, Zoho SalesIQ, Hostgator, Ubuntu, Google Font API, Apache, reCAPTCHA, Mobile Friendly, Google Tag Manager, Bootstrap Framework, Android, React Native, Elixir, AI, Google Workspace, Semrush, Reviews, Razorpay, Circle, Ahrefs, Render",,,,,4075000,,68d02452e2a3d9000159215d,7375,54181,"KVN Promos objective is to show enterprises how to leverage the Internet to succeed in different ways, whether it is to achieve new wealth, lower operational costs, or increase customer retention. KVN Promos helps you through three core services: strategy, technology and creativity.

KVN Promos internet Solutions believes that our success relies on your satisfaction with our services and sharing this with your colleagues and friends. We never compromise on security or the integrity of our products.

KVN Promos treat each client and project with great care and attention, KVN Promo business promotional Solutions has established itself as a truly innovative force. For all of these reasons, KVN Promos business promotional activities has become the design firm of choice for small and medium business alike.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6867fa3a2d6800000103cf44/picture,,,,,,,,,,,,,,
Money4drive Advertising Private Limited,Money4drive Advertising Private,44,marketing & advertising,http://www.money4drive.com,http://www.linkedin.com/company/money4drive-advertising-private-limited,https://www.facebook.com/money4drive/,https://twitter.com/money4drivepl,A B Road,Indore,Madhya Pradesh,India,452001,"A B Road, Indore, Madhya Pradesh, India, 452001","wall painting, hoardings, effective ad campaigns, van branding, creative designs, brand building, exclusive mobile & oh advertisements, bus branding, advertising solutions, marketing, auto rickshaw advertisement, official tender holder, 360 branding solutions, comprehensive advertising services, transit advertisement, auto branding advertisement, brand advertising, erickshaw branding, transit advertisement & outdoor advertising, digital marketing, cab branding, outdoor advertising, innovative effective, auto branding, advertising services, multi-city media buying, cost-effective campaigns, outdoor media analytics, media performance, media platform, media buying, branding services, data accuracy, media analytics, advertising roi tracking, advertising technology, outdoor campaign management, advertising budget, client solutions, multi-location campaigns, roi optimization, urban media planning, client-focused, advertising and marketing services, urban media, media strategy, cost-effective outdoor ads, urban market penetration, innovative transit advertising, real-time tracking, 360 branding, transit media, multi-channel marketing, media planning, urban marketing, campaign management, urban advertising, market reach, media optimization, media technology, media campaign optimization, outdoor branding strategies, media planning software, transit media advertising, city-wide advertising, outdoor campaigns, campaign execution, advertising agency, media solutions, digital advertising, cost efficiency, campaign analytics, technology-driven advertising, real-time campaign tracking, media execution, b2c, services, advertising agencies, marketing & advertising",,"Gmail, Google Apps, GoDaddy Hosting, Google Dynamic Remarketing, Nginx, Google Font API, Cedexis Radar, DoubleClick Conversion, Facebook Login (Connect), YouTube, Mobile Friendly, WordPress.org, DoubleClick, Facebook Custom Audiences, Facebook Widget, Google AdWords Conversion, Google Tag Manager, Vimeo, Varnish, Adobe Media Optimizer",,,,,,,68d02452e2a3d9000159215f,7311,54181,"Money4drive Advertising Private Limited is an advertising company based in India, specializing in auto rickshaw advertising and transit media solutions. The company aims to enhance brand visibility through innovative and cost-effective advertising strategies. With a diverse and experienced team, Money4drive provides a range of services designed to maximize return on investment for its clients.

The company utilizes technology-driven solutions, including a real-time tracking web application that allows clients to monitor their advertising campaigns effectively. Money4drive offers a comprehensive 360° advertising service platform, which includes auto rickshaw advertising, transit media solutions, branding services, media planning, and real-time campaign tracking. This approach enables clients to engage with urban audiences across multiple cities and states in India without the need for multiple vendors.

Recognized for its credibility in the advertising space, Money4drive has dedicated teams in various locations, ensuring localized expertise and service delivery. The company is committed to combining technology and trust to provide clients with effective advertising mediums at sensible costs.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ff611763cef40001358e80/picture,,,,,,,,,,,,,,
Silk Route Media,Silk Route Media,12,marketing & advertising,http://www.silkroutemedia.com,http://www.linkedin.com/company/silk-route-media,,,308,Mumbai,Maharashtra,India,400053,"308, Mumbai, Maharashtra, India, 400053","activations, advertising, events, visual merchandising, advertising services, content management, community consultation, collaborative partnership, capacity building, stakeholder & community engagement, public participation, trust and confidence, community-in-design, community and social services, contentious issues management, complex project management, learning culture, impact assessment, strategic planning, stakeholder engagement, project communications, future strategy, public infrastructure, social license to operate, trust-based relationships, facilitation, crisis management, impact mitigation, relationship building, complex environments, b corp certified, consulting services, indigenous engagement, b corporation, inclusive decision-making, policy development, public relations and communications, indigenous cultural engagement, western australia, sustainable development, community engagement, trust building, social impact assessment, community relations, social impact, stakeholder impact analysis, b2b, non-profit, consulting, services, public relations agencies, marketing & advertising, management consulting, public relations & communications, sustainability, environmental services, renewables & environment, nonprofit organization management",+91 88795 67262,"Gmail, Google Apps, GoDaddy Hosting, Remote",,,,,,,68d02452e2a3d9000159216b,8742,54182,"Silk Route Media is young and vibrant marketing services and advertising agency with a team consisting of highly experienced professionals in the field of Media & Entertainment, Fashion Events, Corporate Communications, Hospitality, Retail Merchandising, PR and Celebrity Management. We are geared to face any challenges from concept to completion setup with a solution driven mind set and with a capability to deliver services on ground, on air, online with a nationwide presence.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68c81600971eba0001ecb3c4/picture,,,,,,,,,,,,,,
Lotus Media,Lotus Media,22,marketing & advertising,http://www.lotusmedia.in,http://www.linkedin.com/company/lotus-media-systems-pvt-ltd,https://facebook.com/lotusmediapvt,,Premier Colony Road,Mumbai,Maharashtra,India,400086,"Premier Colony Road, Mumbai, Maharashtra, India, 400086","linkedin marketing, accountbased marketing, inbound marketing trainging, b2b marketing, digital marketing training, b2b lead generation, personal branding, marketing consultant, marketing services, market signals collection, website interactions, account targeting, revenue impact, intent data, intent signals, account-based outreach, content personalization, client collaboration, demand generation, crm data, target account analysis, high-value accounts, market signals, account-based marketing, abm strategies, growth metrics, segmentation, sales and marketing alignment, trigger events, personalization, targeted outreach, campaign optimization, marketing and advertising, lead signals, decision-maker engagement, account engagement, decision-making unit, content marketing, trust building, multi-channel campaigns, email engagement, abm roi tracking, digital marketing services, third-party intent data, abm program setup, personalized messaging, social media interactions, market-wide signals, abm assessment, b2b, consulting, services, management consulting services, content creation, social media marketing, lead generation, marketing & advertising, marketing, consumer internet, consumers, internet, information technology & services, sales",+91 22679 83244,"Gmail, Google Apps, Google Font API, Nginx, Mobile Friendly, Google Tag Manager, Data Analytics, Snowflake",,,,,,,68d02452e2a3d90001592171,7311,54161,"If your B2B marketing feels misaligned or underperforming, it's time for ABM.

We help B2B companies drive real revenue with targeted, strategic outreach.

1. ABM Strategy: Target and win high-value accounts.
2. Marketing-Sales Alignment: Create unified sales funnel.
3. B2B Demand Generation: Build interest among key decision-makers.
4. Go-to-Market Strategy: Precise targeting and messaging.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68bfba3575474c000199eba9/picture,,,,,,,,,,,,,,
